scenario_1,scenario_2,scenario_3,scenario_4,scenario_5,scenario_6,scenario_7,scenario_8,scenario_9,scenario_10,scenario_11,scenario_12,scenario_13
0.0,5.176762580871582,0.0,0.0,2.3229196071624756,12.584746360778809,29.331987380981445,6.808842182159424,0.0,0.0,-1.206071376800537,0.0,0.0
0.0,5.176762580871582,0.0,0.0,2.3229196071624756,14.331490516662598,35.84971618652344,9.975808143615723,0.0,0.0,-1.2546091079711914,0.0,-0.784828782081604
0.0,8.786874771118164,0.0,0.0,6.039186954498291,14.775516510009766,40.96365737915039,10.027786254882812,0.0,0.09467822313308716,-1.5380290746688843,5.823329925537109,-1.4447922706604004
0.0,8.786874771118164,0.0,0.0,6.886640548706055,14.775516510009766,41.82466125488281,10.818504333496094,0.0,1.4050294160842896,-1.8537681102752686,9.931591033935547,-1.9316656589508057
0.6148308515548706,9.029077529907227,0.8666239380836487,0.0,7.595722198486328,14.775516510009766,41.82466125488281,11.571993827819824,0.0,1.6318566799163818,-1.8760539293289185,12.25086498260498,-1.9316656589508057
1.744121789932251,11.549859046936035,0.9446688890457153,0.0,7.691295146942139,14.775516510009766,41.82466125488281,13.002050399780273,0.0,2.317542552947998,-2.0250191688537598,12.759200096130371,-2.470888137817383
1.8609038591384888,12.767021179199219,1.5121278762817383,0.0,8.160150527954102,14.775516510009766,41.82466125488281,13.247302055358887,0.31197887659072876,2.789442300796509,-2.0250191688537598,15.431483268737793,-2.472679376602173
2.1936194896698,12.767021179199219,2.182859182357788,0.0,8.664649963378906,14.775516510009766,41.82466125488281,13.867209434509277,0.9062647819519043,5.226437091827393,-2.122911214828491,15.431483268737793,-2.472679376602173
3.0871596336364746,12.767021179199219,4.743085861206055,0.545741856098175,10.173226356506348,15.574660301208496,41.82466125488281,13.867209434509277,1.7719533443450928,5.524362087249756,-2.122911214828491,15.431483268737793,-2.472679376602173
3.414947748184204,12.767021179199219,4.743085861206055,0.5775622129440308,10.173226356506348,16.377527236938477,41.82466125488281,13.247302055358887,3.3536980152130127,5.524362087249756,-2.0250191688537598,16.939868927001953,-2.470888137817383
5.967851161956787,13.720625877380371,11.139013290405273,0.7179380655288696,8.664649963378906,19.100868225097656,41.82466125488281,13.002050399780273,4.693817615509033,5.524362087249756,-2.0250191688537598,19.057924270629883,-1.9316656589508057
17.136842727661133,16.566225051879883,15.509827613830566,0.7790667414665222,8.664649963378906,19.100868225097656,40.96365737915039,13.002050399780273,5.034840106964111,5.524362087249756,-2.0250191688537598,21.98440933227539,-1.9316656589508057
18.73223114013672,19.032249450683594,18.25298309326172,2.6317498683929443,8.664649963378906,19.100868225097656,24.947959899902344,13.867209434509277,6.668794631958008,6.313292503356934,-2.0250191688537598,22.29256820678711,-1.9316656589508057
24.660173416137695,19.47638702392578,19.878665924072266,3.9628782272338867,10.173226356506348,19.100868225097656,18.120973587036133,13.002050399780273,6.809812545776367,6.313292503356934,-2.0250191688537598,22.29256820678711,-1.9316656589508057
28.236228942871094,19.47638702392578,20.587305068969727,3.9628782272338867,15.871061325073242,19.060375213623047,15.536592483520508,13.002050399780273,6.809812545776367,10.13747787475586,-2.0250191688537598,22.29256820678711,-1.374263882637024
28.68123435974121,16.566225051879883,20.587305068969727,4.696559906005859,17.030380249023438,16.602981567382812,14.175169944763184,11.571993827819824,7.056516170501709,10.286449432373047,-2.1635143756866455,22.29256820678711,-0.48619139194488525
34.75172424316406,12.767021179199219,20.587305068969727,4.742223739624023,18.260379791259766,15.454520225524902,6.718381404876709,12.851236343383789,7.7655558586120605,10.516382217407227,-2.265688896179199,25.119770050048828,-0.2671511769294739
34.75172424316406,12.767021179199219,20.879051208496094,5.21968936920166,21.688730239868164,13.611635208129883,6.158995151519775,12.851236343383789,8.834832191467285,16.329471588134766,-2.4607627391815186,25.119770050048828,0.692696213722229
34.75172424316406,16.566225051879883,26.690969467163086,5.305129051208496,25.08380889892578,13.560657501220703,5.696081161499023,12.284189224243164,8.86662769317627,16.329471588134766,-3.776393413543701,25.119770050048828,1.1276603937149048
34.75172424316406,16.566225051879883,26.690969467163086,5.885194301605225,25.08380889892578,10.23819351196289,5.696081161499023,12.284189224243164,9.128864288330078,20.4122257232666,-4.234199047088623,21.98440933227539,2.8982937335968018
34.75172424316406,19.376930236816406,26.690969467163086,7.629506587982178,25.08380889892578,10.23819351196289,5.227311134338379,12.284189224243164,10.12145709991455,21.064075469970703,-4.259678840637207,16.836952209472656,4.659173488616943
34.75172424316406,19.376930236816406,26.690969467163086,7.631045341491699,25.08380889892578,10.23819351196289,5.128724098205566,12.284189224243164,10.12145709991455,21.431640625,-4.259678840637207,16.788732528686523,4.659173488616943
34.75172424316406,19.376930236816406,20.879051208496094,7.631045341491699,25.08380889892578,8.557641983032227,5.128724098205566,12.284189224243164,10.12145709991455,26.068145751953125,-4.259678840637207,16.540298461914062,4.659173488616943
28.236228942871094,19.376930236816406,20.587305068969727,7.629506587982178,25.08380889892578,8.403100967407227,4.860994338989258,12.284189224243164,11.565014839172363,28.534290313720703,-4.259678840637207,12.214836120605469,4.659173488616943
27.187332153320312,19.376930236816406,18.25298309326172,7.629506587982178,25.08380889892578,5.86593770980835,4.860994338989258,12.284189224243164,12.460020065307617,34.52510070800781,-4.259678840637207,12.214836120605469,6.452604293823242
18.73223114013672,19.376930236816406,17.324403762817383,7.629506587982178,22.647769927978516,3.8218495845794678,4.860994338989258,12.851236343383789,12.96162223815918,34.52510070800781,-4.259678840637207,-2.2419486045837402,6.7089643478393555
18.09945297241211,19.376930236816406,11.660799980163574,7.631045341491699,18.857128143310547,2.6986966133117676,5.128724098205566,16.8787841796875,12.96162223815918,34.52510070800781,-4.259678840637207,-2.3298866748809814,6.7089643478393555
13.122947692871094,18.236291885375977,9.997566223144531,7.631045341491699,21.790729522705078,2.6986966133117676,5.227311134338379,16.8787841796875,12.96162223815918,34.52510070800781,-4.259678840637207,-2.3436710834503174,6.7089643478393555
13.122947692871094,18.236291885375977,9.064125061035156,7.631045341491699,21.790729522705078,2.6986966133117676,5.696081161499023,16.8787841796875,13.202392578125,34.52510070800781,-4.234199047088623,-2.3436710834503174,6.7089643478393555
13.122947692871094,15.043661117553711,9.064125061035156,8.183255195617676,18.857128143310547,2.6986966133117676,5.822091102600098,12.851236343383789,13.773097038269043,34.52510070800781,-4.2029619216918945,-2.416091203689575,6.7089643478393555
13.122947692871094,13.175642013549805,9.064125061035156,8.183255195617676,18.857128143310547,2.6986966133117676,6.158995151519775,16.8787841796875,14.115474700927734,34.52510070800781,-4.125395774841309,-2.5366179943084717,5.735645294189453
13.122947692871094,12.187421798706055,7.801948547363281,8.183255195617676,15.800384521484375,2.6986966133117676,6.170928001403809,16.8787841796875,14.777351379394531,34.52510070800781,-3.9987833499908447,-2.770817518234253,4.659173488616943
9.810623168945312,12.187421798706055,7.801948547363281,8.183255195617676,13.122564315795898,2.6986966133117676,6.363974571228027,16.8787841796875,14.831117630004883,30.55467987060547,-2.2227771282196045,-2.770817518234253,4.641202926635742
9.543797492980957,13.175642013549805,7.801948547363281,7.631045341491699,12.481841087341309,2.6986966133117676,6.8293843269348145,16.8787841796875,14.777351379394531,27.927597045898438,-2.1170554161071777,-2.770817518234253,4.450337886810303
9.115278244018555,13.175642013549805,7.691208839416504,5.391969203948975,11.023320198059082,5.86593770980835,7.1645379066467285,16.8787841796875,14.115474700927734,25.88060760498047,-1.775559425354004,-2.770817518234253,4.318846225738525
9.115278244018555,13.175642013549805,7.578355312347412,5.391969203948975,11.023320198059082,5.86593770980835,7.641627788543701,16.8787841796875,14.115474700927734,25.88060760498047,-1.0979090929031372,-2.770817518234253,4.318846225738525
8.420804977416992,15.043661117553711,7.578355312347412,5.391969203948975,11.023320198059082,5.86593770980835,7.86029577255249,21.973594665527344,14.777351379394531,25.756145477294922,-0.8829355835914612,-2.5366179943084717,4.318846225738525
8.420804977416992,15.043661117553711,7.578355312347412,5.391969203948975,11.023320198059082,8.11760139465332,10.126730918884277,26.220966339111328,15.685208320617676,22.669200897216797,-0.18464098870754242,-2.416091203689575,4.037813186645508
8.420804977416992,15.043661117553711,7.578355312347412,5.391969203948975,11.023320198059082,10.505023002624512,10.139725685119629,26.220966339111328,18.555419921875,20.64484405517578,-0.026871711015701294,-2.2419486045837402,4.037813186645508
8.420804977416992,20.459909439086914,7.578355312347412,6.477275371551514,12.481841087341309,12.249027252197266,11.073319435119629,26.220966339111328,19.238861083984375,16.187406539916992,0.028438925743103027,-0.6824575066566467,4.037813186645508
8.420804977416992,24.287906646728516,7.578355312347412,7.714664936065674,15.800384521484375,20.001659393310547,11.097833633422852,26.220966339111328,19.238861083984375,16.111305236816406,0.6650545001029968,-0.6824575066566467,4.030050277709961
9.182379722595215,25.847898483276367,7.2748260498046875,8.07347583770752,20.857425689697266,22.554706573486328,14.568359375,26.220966339111328,19.848388671875,15.332686424255371,1.2346382141113281,-0.6824575066566467,3.939439296722412
9.543797492980957,25.847898483276367,7.1302666664123535,9.040872573852539,20.857425689697266,32.24509811401367,15.262971878051758,26.220966339111328,20.156869888305664,13.529227256774902,1.6278172731399536,-0.6824575066566467,3.939439296722412
9.596990585327148,25.95908546447754,7.257289886474609,8.873846054077148,20.857425689697266,32.31611633300781,16.592153549194336,13.884764671325684,22.343168258666992,13.529227256774902,1.6278172731399536,-0.6824575066566467,3.874385356903076
10.051968574523926,28.50930404663086,10.65001392364502,8.07347583770752,20.857425689697266,32.31611633300781,19.4697208404541,26.220966339111328,27.650970458984375,12.839959144592285,1.971337914466858,-0.6824575066566467,3.7214162349700928
10.051968574523926,29.102394104003906,10.65001392364502,7.714664936065674,20.857425689697266,32.31611633300781,24.14483642578125,26.220966339111328,28.886255264282227,12.839959144592285,1.9726343154907227,0.1946348398923874,3.874385356903076
10.051968574523926,31.715984344482422,9.58336067199707,7.714664936065674,21.69497299194336,32.24509811401367,24.14483642578125,26.220966339111328,32.61391067504883,13.529227256774902,2.0399601459503174,0.1946348398923874,3.939439296722412
10.051968574523926,31.715984344482422,7.257289886474609,8.07347583770752,21.901439666748047,25.35542106628418,27.924541473388672,13.884764671325684,32.61391067504883,13.529227256774902,2.3064818382263184,0.1946348398923874,3.939439296722412
9.596990585327148,32.549041748046875,7.257289886474609,8.07347583770752,21.901439666748047,25.35542106628418,27.924541473388672,13.884764671325684,33.011173248291016,13.529227256774902,2.3064818382263184,0.1946348398923874,3.939439296722412
10.051968574523926,32.621849060058594,7.257289886474609,8.07347583770752,21.901439666748047,25.35542106628418,28.385053634643555,26.220966339111328,33.011173248291016,12.839959144592285,2.3064818382263184,-1.6637369394302368,4.030050277709961
15.286127090454102,35.46299362182617,7.257289886474609,8.873846054077148,21.901439666748047,25.35542106628418,34.2880744934082,26.220966339111328,33.3516845703125,12.839959144592285,2.330615520477295,-1.6637369394302368,4.030050277709961
17.44069480895996,35.46299362182617,9.58336067199707,9.928705215454102,21.901439666748047,32.24509811401367,34.2880744934082,26.220966339111328,33.3516845703125,13.529227256774902,2.330615520477295,-1.9288982152938843,3.874385356903076
17.44069480895996,34.90789794921875,12.194550514221191,9.928705215454102,21.901439666748047,32.24509811401367,34.2880744934082,26.220966339111328,33.3516845703125,13.529227256774902,2.330615520477295,-2.1637747287750244,3.874385356903076
17.44069480895996,34.90789794921875,12.194550514221191,9.928705215454102,21.69497299194336,32.24509811401367,34.2880744934082,13.754308700561523,33.3516845703125,13.529227256774902,2.7011666297912598,-2.6606028079986572,3.874385356903076
17.44069480895996,32.621849060058594,9.58336067199707,9.928705215454102,20.401487350463867,32.24509811401367,34.2880744934082,10.745272636413574,33.3516845703125,13.529227256774902,2.7011666297912598,-2.674083709716797,3.7214162349700928
15.286127090454102,32.621849060058594,9.58336067199707,8.873846054077148,19.218538284301758,32.24509811401367,28.385053634643555,8.237258911132812,33.3516845703125,12.218152046203613,2.7011666297912598,-2.6858785152435303,3.627092123031616
15.286127090454102,32.621849060058594,8.524548530578613,3.392886161804199,-4.954505236327368,25.35542106628418,24.14483642578125,6.797539234161377,33.3516845703125,12.218152046203613,2.7011666297912598,-2.6858785152435303,2.9576432704925537
15.286127090454102,32.621849060058594,7.257289886474609,2.729236364364624,-4.954505236327368,24.629297256469727,16.70758819580078,4.087470054626465,32.61391067504883,12.218152046203613,2.3064818382263184,-2.6858785152435303,2.9576432704925537
15.286127090454102,32.621849060058594,7.257289886474609,-1.8137835264205933,-4.954505236327368,14.239015579223633,5.9564080238342285,3.9394752979278564,32.11186218261719,12.218152046203613,2.0657689571380615,-2.6858785152435303,2.9576432704925537
8.517230987548828,32.621849060058594,7.257289886474609,-2.914710521697998,-4.954505236327368,8.896805763244629,-3.4866480827331543,3.9394752979278564,26.934965133666992,-4.954505236327368,2.0657689571380615,-2.6858785152435303,2.195427894592285
6.8000030517578125,22.880447387695312,6.977667808532715,-3.925379514694214,-4.954505236327368,4.941255569458008,-3.842698097229004,3.9394752979278564,13.27296257019043,-4.954505236327368,2.0657689571380615,-2.6606028079986572,2.195427894592285
3.571369171142578,-3.1657440662384033,4.282872200012207,-3.9254744052886963,-4.954505236327368,-1.6235380172729492,-3.88219952583313,3.9394752979278564,-2.492473840713501,-4.954505236327368,1.2270690202713013,-2.6606028079986572,2.195427894592285
